# ensemble mea of file global_tas_mon_IPSL-CM6A-LR_historical+ssp245_i1p1f1_%%.dat
# using members   0 to   5
# tas [K] Near-Surface Air Temperature
# file :: global_tas_mon_IPSL-CM6A-LR_historical+ssp245_i1p1f1_%%.dat
# description :: CMIP6 historical
# olderfile :: /home/oldenbor/climexp/CMIP6/monthly/tas/tas_mon_IPSL-CM6A-LR_historical+ssp245_i1p1f1_00.nc
# cdi :: Climate Data Interface version ?? (http://mpimet.mpg.de/cdi)
# source :: IPSL-CM6A-LR (2017):  atmos: LMDZ (NPv6, N96; 144 x 143 longitude/latitude; 79 levels; top level 40000 m) land: ORCHIDEE (v2.0, Water/Carbon/Energy mode) ocean: NEMO-OPA (eORCA1.3, tripolar primarily 1deg; 362 x 332 longitude/latitude; 75 levels; top grid cell 0-2 m) ocnBgchem: NEMO-PISCES seaIce: NEMO-LIM3
# institution :: KNMI Climate Explorer and Institut Pierre Simon Laplace, Paris 75252, France
# creation_date :: 2018-07-11T07:36:34Z
# tracking_id :: hdl:21.14100/285a3a27-0287-4e3b-8232-69ddc89cebef
# activity_id :: CMIP
# contact :: ipsl-cmip6@listes.ipsl.fr
# data_specs_version :: 01.00.21
# dr2xml_version :: 1.11
# experiment_id :: historical
# experiment :: all-forcing simulation of the recent past
# external_variables :: areacella
# forcing_index ::                1
# frequency :: mon
# grid :: LMDZ grid
# grid_label :: gr
# nominal_resolution :: 250 km
# initialization_index ::                1
# institution_id :: IPSL
# license :: CMIP6 model data produced by IPSL is licensed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License (https://creativecommons.org/licenses). Consult https://pcmdi.llnl.gov/CMIP6/TermsOfUse for terms of use governing CMIP6 output, including citation requirements and proper acknowledgment. Further information about this data, including some limitations, can be found via the further_info_url (recorded as a global attribute in this file) and at https://cmc.ipsl.fr/. The data producers and data providers make no warranty, either express or implied, including, but not limited to, warranties of merchantability and fitness for a particular purpose. All liabilities arising from the supply of the information (including any liability arising in negligence) are excluded to the fullest extent permitted by law.
# mip_era :: CMIP6
# parent_experiment_id :: piControl
# parent_mip_era :: CMIP6
# parent_activity_id :: CMIP
# parent_source_id :: IPSL-CM6A-LR
# parent_time_units :: days since 1850-01-01 00:00:00
# branch_method :: standard
# physics_index ::                1
# product :: model-output
# realm :: atmos
# source_id :: IPSL-CM6A-LR
# source_type :: AOGCM BGC
# sub_experiment_id :: none
# sub_experiment :: none
# table_id :: Amon
# variable_id :: tas
# expid :: historical
# cmip6_cv_version :: cv=6.2.3.5-2-g63b123e
# dr2xml_md5sum :: f1e40c1fc5d8281f865f72fbf4e38f9d
# model_version :: 6.1.5
# parent_variant_label :: r1i1p1f1
# name :: /ccc/work/cont003/gencmip6/p86caub/IGCM_OUT/IPSLCM6/PROD/historical/CM61-LR-hist-03.1910/CMIP6/ATM/tas_Amon_IPSL-CM6A-LR_historical_r1i1p1f1_gr_%start_date%-%end_date%
# further_info_url :: https://furtherinfo.es-doc.org/CMIP6.IPSL.IPSL-CM6A-LR.historical.none.r1i1p1f1
# variant_label :: r1i1p1f1
# realization_index ::                1
# nco :: "4.6.0"
# cmip6-ng :: \ncontact = cmip6-archive@env.ethz.ch\ndescription = ETH Zurich CMIP6 "next generation" (ng) archive.\ndisclaimer = This dataset is provided "as is", without warranty of any kind.\nfixes = delete time bounds\ngit = 2019-12-17 18:26:09 git@git.iac.ethz.ch:cmip6-ng/cmip6-ng.git: master v1.5-6-g3802cf0\nownership = The ownership of this dataset remains with the original provider\nunfixed_is
# original_file_names :: /net/atmos/data/cmip6/historical/Amon/tas/IPSL-CM6A-LR/r1i1p1f1/gr/tas_Amon_IPSL-CM6A-LR_historical_r1i1p1f1_gr_185001-201412.nc
# original_file_hash_codes :: 7264c228560257b32d44dcc611d92976da7214af7e879586a78f969848c8c375
# cdo :: Climate Data Operators version 1.9.3 (http://mpimet.mpg.de/cdo)
# ave_region :: lon=   -1.250  358.750, lat=  -90.000   90.000
# comment :: 
# title :: spatial statistic of IPSL-CM6A-LR model output prepared for CMIP6 / CMIP historical
# history :: user oldenbor 2020-11-29 16:49:26 average_ensemble global_tas_mon_IPSL-CM6A-LR_historical+ssp245_i1p1f1_%%.dat mean\nuser oldenbor 2020-11-29 11:07:34 dat2nc global_tas_mon_IPSL-CM6A-LR_historical+ssp245_i1p1f1_00.dat t global_tas_mon_IPSL-CM6A-LR_historical+ssp245_i1p1f1_00 global_tas_mon_IPSL-CM6A-LR_historical+ssp245_i1p1f1_00.nc\nuser oldenbor 2020-11-29 11:07:31 get_index CMIP6/monthly/tas/tas_mon_IPSL-CM6A-LR_historical+ssp245_i1p1f1_00.nc 0 360 -90 90\nSat Dec  1 12:16:58 2018: ncatted -O -a realization_index,global,m,i,1 /ccc/work/cont003/cmip6/cmip6/onhold/CM61-LR-histEXT-03.1910/files+ext/tas_Amon_IPSL-CM6A-LR_historical_r1i1p1f1_gr_185001-201412.nc\nSat Dec  1 12:10:43 2018: ncatted -O -a realization_index,global,m,i,1 /ccc/work/cont003/cmip6/cmip6/onhold/CM61-LR-hist-03.1910/files/tas_Amon_IPSL-CM6A-LR_historical_r1i1p1f1_gr_185001-201412.nc\nSat Dec  1 11:05:09 2018: ncatted -O -a realization_index,global,m,i,1 /ccc/work/cont003/gencmip6/p86caub/IGCM_OUT/IPSLCM6/PROD/historical/CM61-LR-hist-03.1910/CMIP6/ATM/tas_Amon_IPSL-CM6A-LR_historical_r1i1p1f1_gr_185001-201412.nc\nFri Nov 30 16:51:53 2018: ncatted -O -a realization_index,global,m,s,1 /ccc/work/cont003/gencmip6/p86caub/IGCM_OUT/IPSLCM6/PROD/historical/CM61-LR-hist-03.1910/CMIP6/ATM/tas_Amon_IPSL-CM6A-LR_historical_r1i1p1f1_gr_185001-201412.nc\nThu Nov 29 16:51:58 2018: ncatted -O -a variant_label,global,m,c,r1i1p1f1 /ccc/work/cont003/gencmip6/p86caub/IGCM_OUT/IPSLCM6/PROD/historical/CM61-LR-hist-03.1910/CMIP6/ATM/tas_Amon_IPSL-CM6A-LR_historical_r3i1p1f1_gr_185001-201412.nc\nThu Nov 29 16:51:58 2018: ncatted -O -a further_info_url,global,m,c,https://furtherinfo.es-doc.org/CMIP6.IPSL.IPSL-CM6A-LR.historical.none.r1i1p1f1 /ccc/work/cont003/gencmip6/p86caub/IGCM_OUT/IPSLCM6/PROD/historical/CM61-LR-hist-03.1910/CMIP6/ATM/tas_Amon_IPSL-CM6A-LR_historical_r3i1p1f1_gr_185001-201412.nc\nThu Nov 29 16:51:58 2018: ncatted -O -a name,global,m,c,/ccc/work/cont003/gencmip6/p86caub/IGCM_OUT/IPSLCM6/PROD/historical/CM61-LR-hist-03.1910/CMIP6/ATM/tas_Amon_IPSL-CM6A-LR_historical_r1i1p1f1_gr_%start_date%-%end_date% /ccc/work/cont003/gencmip6/p86caub/IGCM_OUT/IPSLCM6/PROD/historical/CM61-LR-hist-03.1910/CMIP6/ATM/tas_Amon_IPSL-CM6A-LR_historical_r3i1p1f1_gr_185001-201412.nc\nMon Sep  3 14:52:55 2018: ncatted -O -a parent_variant_label,global,m,c,r1i1p1f1 tas_Amon_IPSL-CM6A-LR_historical_r3i1p1f1_gr_185001-201412.nc\nnone
 1850   283.6712       284.0781       284.7838       285.6969       286.5814       287.3654       287.8754       287.8076       287.1781       285.9040       284.7641       283.8867    
 1851   283.6858       284.0877       284.7660       285.7065       286.6409       287.4645       287.9832       287.9657       287.2197       286.0703       284.9531       284.0962    
 1852   283.7804       284.1132       284.9297       285.8860       286.7810       287.5639       288.0468       287.9380       287.1823       286.0924       284.9434       284.1353    
 1853   283.8777       284.1553       284.9205       285.8990       286.7498       287.5131       287.9753       287.9011       287.2213       286.0150       284.8886       284.0453    
 1854   283.7705       284.0919       284.9230       285.8927       286.7725       287.5397       288.0133       287.9928       287.2904       286.1317       284.9453       284.0143    
 1855   283.8250       284.0957       284.8503       285.9104       286.7675       287.4981       287.9854       287.9415       287.1768       286.0412       284.9011       283.9988    
 1856   283.7364       284.1999       284.8444       285.8404       286.7182       287.5406       287.9757       287.9856       287.2531       286.0649       284.8167       283.9487    
 1857   283.7310       284.1038       284.9738       285.9298       286.7294       287.5033       287.9939       287.9648       287.2952       286.1226       284.9511       284.0323    
 1858   283.8026       284.1871       284.9578       285.9179       286.7627       287.5779       288.0634       287.9789       287.3220       286.2361       284.9966       284.1378    
 1859   284.0049       284.2319       284.9657       285.9112       286.8445       287.5512       288.0541       288.0418       287.3432       286.1421       284.9502       284.0782    
 1860   283.8727       284.1776       284.9576       285.8963       286.7872       287.5606       288.0423       287.9353       287.2474       286.0399       284.8932       284.1180    
 1861   283.7909       284.2748       285.0371       285.9192       286.7488       287.5437       288.0230       287.9711       287.2628       286.1051       284.8592       284.0150    
 1862   283.7188       284.1020       284.8056       285.7270       286.6294       287.4604       287.9582       287.9632       287.1740       286.0029       284.8474       284.0105    
 1863   283.7888       284.2015       284.8791       285.8072       286.6844       287.5016       288.0068       287.8959       287.1440       285.9891       284.7957       283.9110    
 1864   283.7309       284.1833       284.8696       285.7928       286.7112       287.5555       287.9778       287.9655       287.2000       286.0707       284.8611       284.0204    
 1865   283.8557       284.2635       284.9683       285.9186       286.8142       287.6150       288.0453       288.0037       287.2688       286.1445       284.9553       284.1378    
 1866   283.8462       284.2419       284.9643       285.9239       286.8115       287.6455       288.1175       287.9827       287.3384       286.1344       284.9125       284.0706    
 1867   284.0006       284.2781       285.0186       285.9737       286.8348       287.6937       288.1197       288.0066       287.2556       286.1747       285.0333       284.1719    
 1868   283.9151       284.2798       284.9904       285.9999       286.8414       287.6250       288.0796       287.9585       287.2101       286.0978       284.8970       284.0334    
 1869   283.7856       284.0517       284.8703       285.7241       286.6584       287.5026       287.9750       287.9044       287.2017       286.0827       284.8273       283.9132    
 1870   283.7017       284.1051       284.8675       285.8890       286.8449       287.5755       288.0918       288.0490       287.3617       286.2119       284.9545       284.1198    
 1871   283.9002       284.2536       285.0134       285.9778       286.8189       287.6237       288.0981       288.0029       287.3259       286.1307       284.8839       284.1023    
 1872   283.8763       284.1134       284.9079       285.8651       286.7920       287.6429       288.1293       288.0023       287.2208       286.0914       284.9797       284.1024    
 1873   283.8837       284.2065       284.8808       285.8655       286.7618       287.5406       288.0523       288.0080       287.2521       286.1316       284.8730       284.0871    
 1874   283.8073       284.1493       284.9346       285.8716       286.8208       287.5941       288.0502       288.0486       287.3255       286.1872       284.9685       284.0692    
 1875   283.9589       284.2293       284.9882       285.9444       286.8594       287.6748       288.1492       288.0520       287.3065       286.2265       284.9937       284.1414    
 1876   283.8391       284.2320       285.0209       285.9863       286.8486       287.6818       288.1273       288.0941       287.4312       286.2677       285.0246       284.2267    
 1877   283.9655       284.3335       284.9933       285.9654       286.8303       287.5901       288.0430       287.9455       287.2366       286.1372       284.8848       284.0849    
 1878   283.7866       284.0185       284.8189       285.8754       286.7437       287.5653       288.0479       288.0311       287.3387       286.1625       284.9329       284.0864    
 1879   283.8614       284.1920       284.9674       285.9146       286.8445       287.6489       288.0990       288.0133       287.2702       286.1645       285.0180       284.1606    
 1880   284.0075       284.3714       285.1101       285.9453       286.8187       287.5713       288.0699       287.9969       287.2481       286.1131       285.0161       284.1410    
 1881   283.8796       284.2096       284.9487       285.8677       286.7810       287.5212       288.0581       288.0056       287.3066       286.1289       284.9634       284.1592    
 1882   283.8881       284.1361       284.9591       285.9160       286.7733       287.5281       288.0162       287.9585       287.2794       286.1052       284.8633       284.0471    
 1883   283.8313       284.2601       284.9904       286.0001       286.8005       287.5410       288.0578       288.0284       287.2533       285.9715       284.7980       284.0053    
 1884   283.7905       284.0470       284.8671       285.7976       286.6304       287.3487       287.7671       287.6879       286.9813       285.7942       284.6211       283.7712    
 1885   283.6109       283.9753       284.7555       285.6436       286.5460       287.3087       287.7555       287.7296       287.0820       285.8921       284.7352       283.8370    
 1886   283.5870       283.9386       284.7777       285.7359       286.6581       287.3967       287.9355       287.8605       287.1237       286.0128       284.8211       283.9053    
 1887   283.6881       283.9875       284.8209       285.7892       286.6499       287.4018       287.9190       287.8631       287.1383       286.0025       284.7945       283.9437    
 1888   283.6455       283.9881       284.8676       285.8873       286.7407       287.5390       288.0081       287.9564       287.1880       286.1407       284.9460       284.1070    
 1889   283.7397       284.1806       284.9167       285.8420       286.8004       287.5294       288.0669       287.9941       287.2613       286.0852       284.8268       284.0294    
 1890   283.8857       284.1331       284.9185       285.8716       286.7952       287.5706       288.0153       287.9439       287.1223       286.0386       284.7866       283.8780    
 1891   283.6347       283.9398       284.7160       285.7166       286.6316       287.3744       287.8773       287.8527       287.0937       285.9937       284.8358       283.9779    
 1892   283.7356       284.0284       284.8543       285.8405       286.7198       287.5282       287.9738       287.9147       287.1825       286.0850       284.9109       284.0553    
 1893   283.8051       284.1655       284.9315       285.9016       286.7218       287.5369       288.0335       287.9542       287.2878       286.0850       284.8883       284.0371    
 1894   283.7457       284.2431       285.0016       285.9688       286.8524       287.6662       288.1171       288.0974       287.4218       286.2247       285.0608       284.2449    
 1895   284.0301       284.4077       285.1091       286.0857       286.8987       287.6505       288.2314       288.1231       287.3105       286.2053       284.9491       284.1026    
 1896   283.8777       284.1264       284.9989       285.9294       286.7222       287.5314       288.0291       287.9870       287.2624       286.1755       285.0171       284.1093    
 1897   283.9321       284.1405       285.0096       285.9447       286.8693       287.6188       288.0823       288.0811       287.3036       286.2480       285.0246       284.1998    
 1898   283.9828       284.2821       285.0489       285.9610       286.8149       287.5898       288.0631       287.9988       287.2409       286.1311       284.9240       284.0213    
 1899   283.7554       284.1471       285.0168       286.0020       286.8305       287.5834       288.0774       288.0689       287.3380       286.1754       285.0013       284.1738    
 1900   283.8639       284.2506       284.9823       285.9322       286.8501       287.6197       288.1041       288.0640       287.3229       286.1841       285.0450       284.2480    
 1901   284.1218       284.3602       285.1298       286.1360       286.9265       287.6762       288.1668       288.0667       287.3748       286.2307       285.0198       284.2272    
 1902   284.0558       284.3294       285.0482       285.9483       286.8716       287.6539       288.0948       288.1136       287.3297       286.1857       284.9959       284.1079    
 1903   283.8518       284.2011       284.8903       285.8909       286.7503       287.4925       287.9953       287.8242       287.0716       285.9547       284.8520       283.9984    
 1904   283.7276       284.0772       284.8976       285.8858       286.6826       287.4373       287.9331       287.8665       287.1476       285.9955       284.7921       284.0403    
 1905   283.7293       284.1371       284.8983       285.8681       286.7820       287.5343       288.0358       287.9681       287.2978       286.1173       284.9693       284.1214    
